Year,State,County,Population,Model-based Death Rate,Standard Deviation,Lower Confidence Limit,Upper Confidence Limit
2010,Arkansas,"Calhoun County, AR","5,368",8.19251,3.03698,4.20799,15.95248
2010,Arkansas,"Carroll County, AR","27,451",18.92437,4.67014,11.90262,30.09897
2010,Arkansas,"Chicot County, AR","11,800",6.53416,2.16664,3.56776,11.96850
2010,Arkansas,"Clark County, AR","22,992",6.12782,1.89722,3.46735,10.83369
2010,Arkansas,"Clay County, AR","16,083",10.22057,3.03853,5.89991,17.70599
2010,Arkansas,"Cleburne County, AR","25,967",9.06028,2.54268,5.37745,15.26640
2010,Arkansas,"Cleveland County, AR","8,692",6.51031,2.25236,3.47479,12.19972
2010,Arkansas,"Columbia County, AR","24,552",7.82305,2.27678,4.56354,13.41324
2010,Arkansas,"Conway County, AR","21,267",13.00100,3.62565,7.74067,21.84324
2010,Arkansas,"Craighead County, AR","96,443",11.47806,2.38302,7.73475,17.03660
2010,Arkansas,"Crawford County, AR","61,935",17.95531,3.72455,12.10330,26.64171
2010,Arkansas,"Crittenden County, AR","50,912",8.05779,2.04319,5.00769,12.96554
2010,Arkansas,"Cross County, AR","17,885",9.02180,2.68948,5.20089,15.65024
2010,Arkansas,"Dallas County, AR","8,124",5.66101,2.05189,2.94487,10.88443
2010,Arkansas,"Desha County, AR","13,000",5.28195,1.80295,2.83980,9.82598
2010,Arkansas,"Drew County, AR","18,517",9.83018,2.90070,5.69622,16.96842
2010,Arkansas,"Faulkner County, AR","113,242",11.61195,2.30467,7.95475,16.95425
2010,Arkansas,"Franklin County, AR","18,131",11.04072,3.15315,6.49817,18.75786
2010,Arkansas,"Fulton County, AR","12,231",12.85114,3.84327,7.39724,22.32869
2010,Arkansas,"Garland County, AR","96,003",25.09026,4.14533,18.26442,34.47183
2010,Arkansas,"Grant County, AR","17,842",9.05563,2.70862,5.21249,15.73578
2010,Arkansas,"Greene County, AR","42,090",11.00161,2.73661,6.89458,17.55580
2010,Arkansas,"Hempstead County, AR","22,593",6.38880,1.94220,3.64810,11.19158
2010,Arkansas,"Hot Spring County, AR","33,016",9.85394,2.63015,5.98648,16.22350
2010,Arkansas,"Howard County, AR","13,780",5.59950,1.89918,3.02096,10.38107
2010,Arkansas,"Independence County, AR","36,643",9.24966,2.43815,5.65103,15.14238
2010,Arkansas,"Izard County, AR","13,708",15.48921,4.47093,9.07161,26.45225
2010,Arkansas,"Jackson County, AR","18,005",9.97777,2.92511,5.79997,17.16829
2010,Arkansas,"Jefferson County, AR","77,429",7.49908,1.79894,4.77284,11.78430
2010,Arkansas,"Johnson County, AR","25,544",11.14871,3.05876,6.68827,18.58872
2010,Arkansas,"Lafayette County, AR","7,634",5.48578,2.00970,2.83666,10.61085
2010,Arkansas,"Lawrence County, AR","17,410",9.94024,2.92841,5.76409,17.14419
2010,Arkansas,"Lee County, AR","10,430",7.16270,2.48567,3.81650,13.44448
2010,Arkansas,"Lincoln County, AR","14,141",8.71591,2.73388,4.89837,15.51036
2010,Arkansas,"Little River County, AR","13,168",8.82030,2.75853,4.96468,15.67303
2010,Arkansas,"Logan County, AR","22,361",16.90766,4.43874,10.34985,27.63049
2010,Arkansas,"Lonoke County, AR","68,375",15.11067,3.20910,10.09704,22.62098
2010,Arkansas,"Madison County, AR","15,725",6.67877,2.12033,3.73054,11.95905
2010,Arkansas,"Marion County, AR","16,644",10.51409,3.08740,6.10613,18.10463
2010,Arkansas,"Miller County, AR","43,462",5.51266,1.54365,3.27557,9.27940
2010,Arkansas,"Mississippi County, AR","46,480",9.93509,2.47954,6.21766,15.87711
2010,Arkansas,"Monroe County, AR","8,155",6.07174,2.19858,3.16046,11.66783
2010,Arkansas,"Montgomery County, AR","9,501",9.78763,3.23721,5.35171,17.90412
2010,Arkansas,"Nevada County, AR","9,015",5.84651,2.11323,3.04612,11.22357
2010,Arkansas,"Newton County, AR","8,315",11.99472,3.84443,6.66651,21.58294
2010,Arkansas,"Ouachita County, AR","26,128",7.69919,2.22827,4.50337,13.16528
2010,Arkansas,"Perry County, AR","10,444",9.35534,2.99526,5.20298,16.82500
2010,Arkansas,"Phillips County, AR","21,755",5.43458,1.72174,3.03876,9.72067
2010,Arkansas,"Pike County, AR","11,286",10.54092,3.27939,5.94887,18.68039
2010,Arkansas,"Poinsett County, AR","24,570",16.34265,4.24706,10.04925,26.58596
2010,Arkansas,"Polk County, AR","20,654",12.00070,3.34737,7.14382,20.16379
2010,Arkansas,"Pope County, AR","61,754",10.89761,2.54594,7.01319,16.93935
2010,Arkansas,"Prairie County, AR","8,720",7.22463,2.57766,3.79177,13.76963
2010,Arkansas,"Pulaski County, AR","382,752",13.76067,1.70032,10.82982,17.48611
2010,Arkansas,"Randolph County, AR","17,969",12.63625,3.62633,7.42240,21.52124
2010,Arkansas,"St. Francis County, AR","28,246",5.34800,1.60934,3.06893,9.32065
2010,Arkansas,"Saline County, AR","107,126",10.85162,2.21459,7.35816,16.00353
2010,Arkansas,"Scott County, AR","11,217",13.69975,4.15086,7.83537,23.95819
2010,Arkansas,"Searcy County, AR","8,195",9.69607,3.18677,5.31904,17.67746
2010,Arkansas,"Sebastian County, AR","125,768",12.26142,2.32054,8.54033,17.60493
2010,Arkansas,"Sevier County, AR","17,061",8.74915,2.69866,4.95953,15.43829
2010,Arkansas,"Sharp County, AR","17,258",15.78202,4.35410,9.44322,26.38189
2010,Arkansas,"Stone County, AR","12,396",8.52677,2.70464,4.76480,15.26106
2010,Arkansas,"Union County, AR","41,634",9.29159,2.39134,5.73710,15.04915
2010,Arkansas,"Van Buren County, AR","17,294",9.53105,2.86665,5.47153,16.60775
2010,Arkansas,"Washington County, AR","203,045",6.88459,1.34096,4.74770,9.98475
2010,Arkansas,"White County, AR","77,075",9.67636,2.19591,6.29998,14.86391
2010,Arkansas,"Woodruff County, AR","7,264",8.74388,3.01211,4.67774,16.34682
2010,Arkansas,"Yell County, AR","22,185",12.77767,3.54493,7.62673,21.41654
2010,California,"Alameda County, CA","1,510,283",8.84993,0.73078,7.53350,10.39687
2010,California,"Alpine County, CA","1,175",14.53929,5.50250,7.37988,28.64740
2010,California,"Amador County, CA","38,091",22.94106,5.05536,15.11192,34.83388
2010,California,"Butte County, CA","220,005",35.89421,3.74514,29.30290,43.97091
2010,California,"Calaveras County, CA","45,577",19.69594,4.31013,13.00988,29.82576
2010,California,"Colusa County, CA","21,407",8.27279,2.41460,4.81880,14.20362
2010,California,"Contra Costa County, CA","1,049,188",8.99792,0.86840,7.45664,10.85833
2010,California,"Del Norte County, CA","28,610",13.77880,3.54721,8.50688,22.32001
2010,California,"El Dorado County, CA","181,079",21.61546,3.00138,16.52771,28.27234
2010,California,"Fresno County, CA","930,503",11.05890,1.02744,9.22834,13.25330
2010,California,"Glenn County, CA","28,121",16.00955,4.03720,9.97471,25.70033
2010,California,"Humboldt County, CA","134,613",33.65306,4.41500,26.10572,43.38571
2010,California,"Imperial County, CA","174,522",8.44662,1.61719,5.85904,12.17554
2010,California,"Inyo County, CA","18,533",13.59927,3.74114,8.14667,22.70105
2010,California,"Kern County, CA","839,619",16.70687,1.34942,14.27137,19.55886
2010,California,"Kings County, CA","152,990",8.84888,1.73972,6.08215,12.87601
2010,California,"Lake County, CA","64,662",47.98639,7.26291,35.84223,64.25181
2010,California,"Lassen County, CA","34,895",28.06374,6.02305,18.67577,42.17886
2010,California,"Los Angeles County, CA","9,818,646",7.13808,0.26715,6.63367,7.68102
2010,California,"Madera County, CA","150,834",11.87409,2.15647,8.38713,16.81348
2010,California,"Marin County, CA","252,425",13.10966,1.93658,9.85866,17.43459
2010,California,"Mariposa County, CA","18,271",18.66163,4.94272,11.37660,30.61661
2010,California,"Mendocino County, CA","87,850",21.07261,3.77973,14.94500,29.71531
2010,California,"Merced County, CA","255,797",10.85252,1.70677,8.01725,14.69211
2010,California,"Modoc County, CA","9,686",21.87481,6.30902,12.81699,37.34367
2010,California,"Mono County, CA","14,204",8.86222,2.73734,5.02028,15.64900
2010,California,"Monterey County, CA","415,058",10.28782,1.38073,7.93528,13.33888
2010,California,"Napa County, CA","136,535",10.78604,2.07432,7.47168,15.57369
2010,California,"Nevada County, CA","98,749",14.83981,2.85137,10.28229,21.41923
2010,California,"Orange County, CA","3,010,258",10.37655,0.57522,9.31041,11.56514
2010,California,"Placer County, CA","348,481",8.69326,1.32443,6.48092,11.66125
2010,California,"Plumas County, CA","20,007",28.39007,6.88743,17.98558,44.82671
2010,California,"Riverside County, CA","2,189,785",11.64199,0.71119,10.33157,13.11908
2010,California,"Sacramento County, CA","1,418,736",15.17293,1.00418,13.33249,17.26809
2010,California,"San Benito County, CA","55,265",10.08962,2.44606,6.39393,15.92655
2010,California,"San Bernardino County, CA","2,035,172",6.52943,0.54062,5.55580,7.67406
2010,California,"San Diego County, CA","3,095,352",11.84150,0.60777,10.71022,13.09268
2010,California,"San Francisco County, CA","805,184",20.97811,1.55533,18.15125,24.24623
2010,California,"San Joaquin County, CA","685,298",18.16940,1.54971,15.38584,21.45769
2010,California,"San Luis Obispo County, CA","269,599",14.14687,1.98326,10.78983,18.55015
2010,California,"San Mateo County, CA","718,528",7.71977,0.93371,6.10572,9.76118
2010,California,"Santa Barbara County, CA","423,947",11.29159,1.44903,8.80676,14.47858
2010,California,"Santa Clara County, CA","1,781,680",7.41836,0.61575,6.30967,8.72230
2010,California,"Santa Cruz County, CA","262,345",16.72137,2.22188,12.93021,21.62611
2010,California,"Shasta County, CA","177,222",26.12398,3.39802,20.30813,33.60815
2010,California,"Sierra County, CA","3,239",23.68169,8.08394,12.73262,44.05710
2010,California,"Siskiyou County, CA","44,899",20.81518,4.51751,13.79347,31.41992
2010,California,"Solano County, CA","413,343",12.08983,1.52566,9.46758,15.43969
2010,California,"Sonoma County, CA","483,866",16.34281,1.70436,13.34308,20.01829
2010,California,"Stanislaus County, CA","514,451",16.92785,1.69275,13.93475,20.56511
2010,California,"Sutter County, CA","94,751",13.87895,2.76300,9.49771,20.28675
2010,California,"Tehama County, CA","63,441",8.22754,1.99410,5.21276,12.98386
2010,California,"Trinity County, CA","13,782",18.92334,5.25430,11.28863,31.72727
2010,California,"Tulare County, CA","442,176",6.51570,1.01059,4.83272,8.78519
2010,California,"Tuolumne County, CA","55,344",26.72569,5.13934,18.51368,38.58724
2010,California,"Ventura County, CA","823,446",11.63999,1.11598,9.65797,14.02953
2010,California,"Yolo County, CA","200,855",7.96112,1.49169,5.56420,11.39157
2010,California,"Yuba County, CA","72,142",7.68116,1.84792,4.88225,12.08423
2010,Colorado,"Alamosa County, CO","15,440",17.68783,4.85120,10.61219,29.48633
2010,Colorado,"Arapahoe County, CO","572,477",14.18677,1.46211,11.60995,17.33653
2010,Colorado,"Archuleta County, CO","12,084",10.24092,3.12804,5.83322,17.98133
2010,Colorado,"Baca County, CO","3,787",10.79267,3.90698,5.61805,20.73607
2010,Colorado,"Bent County, CO","6,499",14.30091,4.71959,7.82816,26.12935
2010,Colorado,"Boulder County, CO","1,579,777",11.49201,0.82382,9.99081,13.21931
2010,Colorado,"Chaffee County, CO","17,809",14.53746,4.03836,8.67098,24.37973
2010,Colorado,"Cheyenne County, CO","1,833",6.32232,2.81750,2.90879,13.74375
2010,Colorado,"Clear Creek County, CO","9,073",10.95175,3.52222,6.07661,19.74208
2010,Colorado,"Conejos County, CO","8,256",25.08066,7.31769,14.61451,43.05714
2010,Colorado,"Costilla County, CO","3,524",22.18070,7.44033,12.03756,40.87916
2010,Colorado,"Crowley County, CO","5,823",10.94392,3.76995,5.85471,20.45973
2010,Colorado,"Custer County, CO","4,251",15.26027,5.30640,8.12264,28.67565
2010,Colorado,"Delta County, CO","30,954",10.03676,2.67637,6.09853,16.51543
2010,Colorado,"Denver County, CO","599,454",21.11665,1.78735,17.90397,24.90694
2010,Colorado,"Dolores County, CO","2,064",13.25516,5.26593,6.54087,26.86648
2010,Colorado,"Douglas County, CO","285,480",7.68642,1.30808,5.54428,10.65768
2010,Colorado,"Eagle County, CO","52,200",6.66481,1.74639,4.08256,10.88150
2010,Colorado,"Elbert County, CO","23,084",9.69389,2.76062,5.71453,16.44877
2010,Colorado,"El Paso County, CO","622,256",13.14338,1.35033,10.76267,16.05144
2010,Colorado,"Fremont County, CO","46,825",14.09455,3.26775,9.09639,21.83734
2010,Colorado,"Garfield County, CO","56,373",10.78386,2.55240,6.90163,16.85120
2010,Colorado,"Gilpin County, CO","5,449",10.43038,3.68546,5.50310,19.77237
2010,Colorado,"Grand County, CO","14,843",10.29880,3.11733,5.89369,18.00237
2010,Colorado,"Gunnison County, CO","15,324",8.70080,2.66980,4.94494,15.31262
2010,Colorado,"Hinsdale County, CO",843,10.48359,4.49914,4.93782,22.26205
2010,Colorado,"Huerfano County, CO","6,712",26.19460,7.70350,15.20108,45.13834
2010,Colorado,"Jackson County, CO","1,393",12.71253,5.25610,6.12532,26.38861
2010,Colorado,"Kiowa County, CO","1,398",8.29690,3.50199,3.94781,17.43975
2010,Colorado,"Kit Carson County, CO","8,278",7.14203,2.50675,3.78230,13.48945
2010,Colorado,"Lake County, CO","7,310",12.23230,4.03466,6.69791,22.34335
2010,Colorado,"La Plata County, CO","51,335",11.60457,2.77290,7.39834,18.20646
2010,Colorado,"Larimer County, CO","299,628",13.09024,1.81500,10.01278,17.11503
2010,Colorado,"Las Animas County, CO","15,506",22.56250,5.90480,13.82759,36.81608
2010,Colorado,"Lincoln County, CO","5,469",8.88344,3.13324,4.69163,16.82335
2010,Colorado,"Logan County, CO","22,709",9.95350,2.81954,5.88175,16.84590
2010,Colorado,"Mesa County, CO","146,736",14.48974,2.49107,10.41796,20.15517
2010,Colorado,"Mineral County, CO",712,11.87939,5.60922,5.26773,26.79238
2010,Colorado,"Moffat County, CO","13,791",12.86997,3.80500,7.45035,22.23616
2010,Colorado,"Montezuma County, CO","25,541",12.47594,3.35965,7.54880,20.62348
2010,Colorado,"Montrose County, CO","41,272",8.92665,2.31941,5.48851,14.51931
2010,Colorado,"Morgan County, CO","28,159",10.66694,2.91297,6.41337,17.74747
2010,Colorado,"Otero County, CO","18,833",14.41835,3.97087,8.63350,24.08148
2010,Colorado,"Ouray County, CO","4,442",10.17359,3.67648,5.30117,19.52795
2010,Colorado,"Park County, CO","16,199",11.09194,3.21197,6.48575,18.97142
2010,Colorado,"Phillips County, CO","4,442",6.80373,2.57158,3.45628,13.39596
2010,Colorado,"Pitkin County, CO","17,145",10.44368,3.07209,6.06086,17.99972
2010,Colorado,"Prowers County, CO","12,551",10.86048,3.36467,6.14249,19.20620
2010,Colorado,"Pueblo County, CO","159,066",15.95003,2.58386,11.67949,21.78275
2010,Colorado,"Rio Blanco County, CO","6,673",11.98595,4.02736,6.49854,22.10943
2010,Colorado,"Rio Grande County, CO","11,982",17.33981,4.95006,10.20719,29.45361
2010,Colorado,"Routt County, CO","23,506",10.40435,2.88945,6.20597,17.44549
2010,Colorado,"Saguache County, CO","6,108",12.95980,4.23107,7.13479,23.54541
2010,Colorado,"San Juan County, CO",699,11.28844,4.83661,5.32245,23.94718
2010,Colorado,"San Miguel County, CO","7,359",8.62322,2.96335,4.61945,16.10031
2010,Colorado,"Sedgwick County, CO","2,382",8.83924,3.66189,4.25397,18.37037
2010,Colorado,"Summit County, CO","27,994",7.86024,2.22651,4.64489,13.30298
2010,Colorado,"Teller County, CO","23,360",14.62494,3.88423,8.90486,24.02403
2010,Colorado,"Washington County, CO","4,798",6.65852,2.41495,3.46247,12.80667
2010,Colorado,"Yuma County, CO","10,049",3.91867,1.49968,1.97645,7.77105
2010,Connecticut,"Fairfield County, CT","916,910",7.23985,0.81294,5.82121,9.00450
2010,Connecticut,"Hartford County, CT","894,016",10.08664,0.99325,8.32738,12.21793
2010,Connecticut,"Litchfield County, CT","189,876",12.95211,2.11971,9.45488,17.74269
2010,Connecticut,"Middlesex County, CT","165,673",15.62708,2.51701,11.46310,21.30537
2010,Connecticut,"New Haven County, CT","862,476",13.79689,1.20097,11.64368,16.34895
2010,Connecticut,"New London County, CT","274,076",12.64464,1.83511,9.55461,16.73398
2010,Connecticut,"Tolland County, CT","152,745",8.30790,1.65460,5.68262,12.14333
2010,Connecticut,"Windham County, CT","118,379",16.24128,2.87990,11.56156,22.81628
2010,Delaware,"Kent County, DE","162,352",16.23724,2.59862,11.93346,22.09522
2010,Delaware,"New Castle County, DE","538,496",15.84799,1.59858,13.02397,19.28533
2010,Delaware,"Sussex County, DE","197,099",17.05124,2.50440,12.84288,22.64036
2010,District of Columbia,"District of Columbia, DC","601,767",13.48147,1.38993,11.03186,16.47568
2010,Florida,"Alachua County, FL","247,337",9.58442,1.59056,6.96746,13.18606
2010,Florida,"Baker County, FL","27,115",16.35888,4.10016,10.21874,26.19068
2010,Florida,"Bay County, FL","168,843",15.69081,2.50692,11.53765,21.34094
2010,Florida,"Bradford County, FL","28,519",21.26284,5.09099,13.54489,33.38810
2010,Florida,"Brevard County, FL","543,376",25.05451,2.05139,21.35639,29.39429
2010,Florida,"Broward County, FL","1,748,158",15.03059,0.90505,13.36144,16.90883
2010,Florida,"Calhoun County, FL","14,632",9.85903,2.99597,5.63030,17.26660
2010,Florida,"Charlotte County, FL","159,974",6.94566,1.43767,4.68558,10.29746
2010,Florida,"Citrus County, FL","141,229",22.83189,3.40549,17.12382,30.44557
2010,Florida,"Clay County, FL","190,872",14.63341,2.29464,10.81922,19.79318
2010,Florida,"Collier County, FL","321,514",13.86488,1.82998,10.73929,17.90152
2010,Florida,"Columbia County, FL","67,526",19.92785,3.94022,13.67024,29.05690
2010,Florida,"DeSoto County, FL","34,862",7.44572,2.03826,4.47059,12.40072
2010,Florida,"Dixie County, FL","16,422",21.40644,5.63565,13.08507,35.02414
